Cap-shape,Cap-surface,Cap-color,Bruises?,Odor,Gill-attacment,Gill-spacing,Gill-size,Gill-color,Stalk-shape,Stalk-root,Stalk-surface-above-ring,Stalk-surface-below-ring,Stalk-color-above-ring,Stalk-color-below-ring,Veil-Type,Veil-Color,Ring-number,Ring-Type,Spore-print-color,Population,Habitat,Species
x,y,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
x,y,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,Lepiota cristata
f,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d,Agaricus meleagris
f,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,Agaricus campestris
f,y,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,Lepiota cristata
f,s,b,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,Lepiota americana
k,s,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,Lepiota cristata
f,y,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,Lepiota cristata
f,y,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
f,y,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,Lepiota cristata
k,y,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,Lepiota cristata
f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,Agaricus meleagris
f,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g,Agaricus meleagris
b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,c,l,Lepiota rubrotincta
b,y,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,m,Agaricus xanthodermus
f,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,Agaricus campestris
x,f,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
f,y,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
x,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,Agaricus arvensis
x,s,p,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,Agaricus hondensis
x,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,Agaricus arvensis
f,f,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
x,f,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,Agaricus campestris
f,s,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,Lepiota cristata
x,y,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,Lepiota cristata
f,f,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
x,y,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,Lepiota cristata
k,y,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,Lepiota cristata
x,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p,Agaricus meleagris
f,y,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,Lepiota cristata
x,s,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,Lepiota cristata
x,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g,Agaricus meleagris
x,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,g,Agaricus californicus
x,s,w,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,u,Agaricus xanthodermus
x,y,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
x,s,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,Lepiota cristata
x,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d,Agaricus meleagris
x,y,e,f,m,f,c,b,w,e,c,k,y,c,c,p,w,o,n,w,c,d,Lepiota josserandi
x,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d,Agaricus meleagris
x,f,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
x,y,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
f,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g,Agaricus meleagris
k,y,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,Lepiota cristata
f,y,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,n,v,l,Lepiota rubrotincta
k,s,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,Lepiota cristata
f,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,Lepiota cristata
x,y,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,Lepiota cristata
f,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,Agaricus campestris
x,y,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,Lepiota cristata
k,y,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,Lepiota cristata
b,y,w,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,h,v,g,Agaricus xanthodermus
b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,Agaricus arvensis
x,s,b,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,u,Agaricus xanthodermus
k,s,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,Lepiota cristata
k,s,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,Lepiota cristata
f,y,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
x,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p,Agaricus meleagris
f,y,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
x,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,Agaricus arvensis
x,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
f,y,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,Lepiota cristata
x,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,Agaricus arvensis
f,s,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,Agaricus campestris
f,s,w,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,u,Agaricus xanthodermus
f,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g,Agaricus meleagris
x,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,Agaricus meleagris
x,y,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
k,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,Lepiota cristata
x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g,Agaricus meleagris
k,f,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g,Lepiota naucina
x,s,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,Lepiota cristata
k,y,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,Lepiota cristata
x,s,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,Lepiota cristata
x,f,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g,Agaricus campestris
x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,Agaricus arvensis
f,s,g,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,u,Agaricus xanthodermus
x,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,Agaricus campestris
x,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,Agaricus arvensis
f,y,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,h,v,g,Agaricus xanthodermus
x,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,Agaricus campestris
x,s,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,Lepiota cristata
f,y,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,Lepiota cristata
x,f,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
f,s,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,Lepiota cristata
x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g,Agaricus augustus
x,y,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
x,y,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
f,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d,Agaricus meleagris
x,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,Lepiota cristata
x,f,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
k,y,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,Lepiota cristata
k,y,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,Lepiota cristata
x,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,Agaricus bitorquis
f,f,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d,Agaricus meleagris
k,y,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,Lepiota cristata
k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,n,c,l,Lepiota rubrotincta
x,f,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
f,f,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
f,f,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
x,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,y,u,Agaricus bitorquis
x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,Agaricus arvensis
x,f,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
f,f,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
x,f,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
f,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p,Agaricus meleagris
f,s,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,Lepiota cristata
f,f,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
f,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d,Agaricus meleagris
b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,Agaricus arvensis
x,f,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
x,f,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,Agaricus campestris
f,f,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
x,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,Agaricus campestris
b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,y,c,l,Lepiota rubrotincta
f,f,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
f,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,Agaricus campestris
x,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u,Agaricus bitorquis
x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m,Agaricus arvensis
x,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u,Agaricus californicus
x,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p,Agaricus meleagris
x,y,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,Lepiota cristata
x,s,g,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,Lepiota naucina
x,s,g,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,u,Agaricus xanthodermus
f,f,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
x,s,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,Agaricus campestris
x,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g,Agaricus meleagris
f,y,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
x,y,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d,Agaricus meleagris
f,f,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
x,s,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,Lepiota cristata
x,y,n,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d,Lepiota clypeolaria
x,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,Agaricus campestris
x,s,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,Agaricus campestris
f,s,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,Lepiota cristata
f,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
x,y,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
x,y,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
x,y,g,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,Lepiota rachodes
x,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d,Agaricus meleagris
x,y,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
b,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,Agaricus arvensis
x,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g,Agaricus meleagris
x,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,g,Agaricus augustus
x,s,w,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,Agaricus abruptibulbus
k,s,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,Lepiota cristata
x,f,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,b,v,l,Lepiota rubrotincta
f,y,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
x,f,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
x,y,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
x,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,Lepiota cristata
x,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p,Agaricus meleagris
x,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,Agaricus campestris
x,s,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,Agaricus campestris
x,f,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,Agaricus abruptibulbus
x,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d,Agaricus meleagris
b,s,w,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,Lepiota naucina
x,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d,Agaricus meleagris
x,y,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,g,Agaricus californicus
f,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,Agaricus californicus
x,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,Agaricus arvensis
x,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g,Agaricus meleagris
f,f,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,Agaricus campestris
x,s,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,Lepiota cristata
f,y,e,f,m,f,c,b,y,e,c,k,y,c,c,p,w,o,n,w,c,d,Lepiota josserandi
x,f,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
f,f,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
x,y,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
x,f,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,Agaricus campestris
x,s,g,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,Agaricus hondensis
f,y,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,Lepiota cristata
f,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g,Agaricus augustus
x,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,Agaricus campestris
f,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u,Agaricus xanthodermus
x,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,Agaricus arvensis
f,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d,Agaricus meleagris
f,y,c,f,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,Lepiota acutesquamosa
f,y,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,Lepiota cristata
f,y,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
x,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,Lepiota cristata
f,f,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
x,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d,Agaricus meleagris
x,s,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,Lepiota naucina
f,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g,Agaricus meleagris
x,s,b,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,v,g,Agaricus xanthodermus
f,y,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
f,s,p,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,Lepiota americana
x,y,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,Lepiota cristata
f,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,Agaricus californicus
x,y,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,Lepiota cristata
x,s,g,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,Lepiota naucina
x,y,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
f,f,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,Agaricus campestris
f,y,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,Lepiota cristata
b,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,b,v,l,Lepiota rubrotincta
x,f,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
b,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,Agaricus arvensis
f,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d,Agaricus meleagris
k,y,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,Lepiota cristata
x,s,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,Lepiota naucina
x,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,Lepiota cristata
f,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,Agaricus campestris
f,y,b,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,Lepiota americana
x,y,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
x,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,Lepiota cristata
f,f,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,Agaricus campestris
f,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,Agaricus bitorquis
b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,Agaricus arvensis
x,s,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,Lepiota cristata
x,s,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,Agaricus campestris
x,f,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
x,y,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,Lepiota cristata
f,s,e,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,Lepiota rachodes
x,y,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
x,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,Agaricus augustus
b,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,Agaricus arvensis
f,s,p,t,n,f,c,b,u,e,b,s,s,w,w,p,w,t,p,r,v,w,Agaricus xanthodermus
f,s,w,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,h,v,g,Agaricus xanthodermus
f,y,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
k,y,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,Lepiota cristata
f,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g,Agaricus meleagris
x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p,Agaricus augustus
x,s,g,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g,Lepiota naucina
x,f,n,t,f,f,c,b,h,t,b,k,k,b,n,p,w,o,l,h,s,p,Agaricus meleagris
f,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g,Agaricus meleagris
x,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g,Agaricus meleagris
x,f,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
f,s,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,Agaricus campestris
x,y,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
x,y,w,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,v,d,Agaricus subrutilescens
f,s,b,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,g,Agaricus xanthodermus
x,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p,Agaricus meleagris
f,s,b,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,s,u,Agaricus xanthodermus
x,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g,Agaricus meleagris
x,s,b,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,u,Agaricus xanthodermus
x,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g,Agaricus meleagris
x,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d,Agaricus meleagris
x,f,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
x,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g,Agaricus meleagris
x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,Agaricus meleagris
b,s,w,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,Lepiota naucina
k,s,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g,Lepiota naucina
f,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g,Agaricus meleagris
x,y,n,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,Lepiota americana
x,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d,Agaricus meleagris
x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,Agaricus californicus
f,y,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
k,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,Lepiota cristata
